order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status_x,order_total,payment_method,delivery_partner_id_x,store_id,product_id,quantity,unit_price,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,delivery_partner_id_y,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status_y,reasons_if_delayed,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,feedback_id,rating,feedback_text,feedback_category,sentiment,feedback_date,delay_minutes
2948696008,51872499,2024-04-10 10:05:48,2024-04-10 10:22:48,2024-04-10 10:19:48,On Time,3103.41,Cash,89164,843,131937,2,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,89164,2024-04-10 10:22:48,2024-04-10 10:19:48,-3.0,2.28,On Time,,Nakul Banerjee,sanghayashoda@example.org,910473581550,"H.No. 60, Narain Chowk
Sirsa 944864",Bareilly,264965,2024-04-11,Premium,1,1234.0,8458237,2,Customer service was not helpful.,Customer Service,Negative,2024-04-10,-3.0
6839692624,64497538,2023-11-19 01:53:50,2023-11-19 02:10:50,2023-11-19 02:35:50,Significantly Delayed,4464.84,Cash,44627,1835,67197,2,552.2,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,44627,2023-11-19 02:10:50,2023-11-19 02:35:50,25.0,1.17,Significantly Delayed,Traffic,Libni Chadha,vyaswaida@example.net,914625245708,"755, Gulati, Mysore 740771",Bongaigaon,753834,2024-01-05,Premium,13,1338.69,5909067,1,I had a bad experience.,Delivery,Negative,2023-11-19,25.0
5770951298,75510747,2023-10-02 18:09:57,2023-10-02 18:23:57,2023-10-02 18:21:57,On Time,957.11,UPI,4946,8044,329351,3,310.87,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.87,388.59,20.0,7,23,95,4946,2023-10-02 18:23:57,2023-10-02 18:21:57,-2.0,0.95,On Time,,Shaurya Luthra,yachana38@example.com,911338256914,"30/18, Bhandari Marg, Adoni 846635",Fatehpur,186578,2024-03-18,New,7,555.18,929702,5,Items were in perfect condition.,Delivery,Positive,2023-10-02,-2.0
5084771819,6344345,2024-08-29 21:54:24,2024-08-29 22:05:24,2024-08-29 22:18:24,Slightly Delayed,1207.68,Cash,66403,5500,154179,2,582.87,Pain Reliever,Pharmacy,"Barad, Devi and Andra",582.87,728.59,20.0,365,10,59,66403,2024-08-29 22:05:24,2024-08-29 22:18:24,13.0,1.37,Slightly Delayed,Traffic,Shaurya Chhabra,samarjhaveri@example.net,915052725276,"074
Saha Street, Erode-682888",Burhanpur,789598,2024-10-03,Premium,19,1110.11,6892019,4,The product met my expectations.,App Experience,Neutral,2024-08-29,13.0
422403644,56548063,2023-05-27 23:26:14,2023-05-27 23:46:14,2023-05-27 23:54:14,Slightly Delayed,2331.5,UPI,23782,4684,317242,1,198.15,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63,23782,2023-05-27 23:46:14,2023-05-27 23:54:14,8.0,0.56,Slightly Delayed,Traffic,Advay Baria,qushikrish@example.net,910860756884,"H.No. 54
Bhandari Path
Siliguri-730057",Thanjavur,443618,2024-08-11,New,20,537.48,6001815,2,The packaging was poor.,App Experience,Negative,2023-05-27,8.0
7176758896,18394558,2023-07-13 12:50:53,2023-07-13 13:00:53,2023-07-13 13:01:53,On Time,2640.24,Cash,75492,2866,492958,2,84.2,Lotion,Personal Care,Acharya PLC,84.2,129.54,35.0,365,26,88,75492,2023-07-13 13:00:53,2023-07-13 13:01:53,1.0,2.94,On Time,Traffic,Dipta Sarraf,yashodalata@example.org,915052350631,"36, Subramanian Circle, Hyderabad 897585",Bareilly,155249,2023-12-30,Regular,2,1186.59,3856968,4,"It was okay, nothing special.",Delivery,Neutral,2023-07-13,1.0
8252905093,42589311,2024-04-21 23:13:31,2024-04-21 23:29:31,2024-04-21 23:30:31,On Time,2315.77,Card,40596,7934,647462,3,326.42,Lotion,Personal Care,"Balan, Samra and Sekhon",326.42,502.18,35.0,365,22,64,40596,2024-04-21 23:29:31,2024-04-21 23:30:31,1.0,3.25,On Time,Traffic,Yadavi Uppal,sureshwahab@example.org,918756937201,"167, Oommen Marg, Katihar-142018",Dehradun,176202,2023-11-29,Regular,11,452.1,7342761,5,Great prices and fast delivery!,Customer Service,Positive,2024-04-21,1.0
1488561572,75928073,2024-08-27 08:18:40,2024-08-27 08:32:40,2024-08-27 08:31:40,On Time,4053.52,Cash,31495,3970,585299,1,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35.0,365,13,50,31495,2024-08-27 08:32:40,2024-08-27 08:31:40,-1.0,2.51,On Time,,Harsh Aggarwal,dayamai16@example.com,919146290492,"H.No. 73, Ahuja Marg
Motihari-981926",Udupi,442492,2023-08-01,Inactive,20,1684.84,6301325,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-08-27,-1.0
6212984517,72702075,2024-03-16 21:47:29,2024-03-16 22:05:29,2024-03-16 22:03:29,On Time,1388.01,UPI,15665,6591,853932,1,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94,15665,2024-03-16 22:05:29,2024-03-16 22:03:29,-2.0,1.27,On Time,,Veda Thaman,azaanprabhakar@example.org,916584396393,"295, Warrior Path, Durg-256359",Jalna,362822,2024-07-01,Regular,5,1863.18,175550,4,Will definitely order again.,Customer Service,Positive,2024-03-16,-2.0
6309784337,26250082,2024-05-06 17:37:10,2024-05-06 17:53:10,2024-05-06 17:53:10,On Time,1905.92,Card,23009,396,120532,1,697.53,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365,29,95,23009,2024-05-06 17:53:10,2024-05-06 17:53:10,0.0,4.05,On Time,,Om Bora,hegdenitara@example.net,918833747830,"H.No. 24
Sani Ganj
Burhanpur-998507",Arrah,557458,2024-10-24,New,1,796.49,3584525,2,Delivery was late and I was unhappy.,Delivery,Negative,2024-05-06,0.0
4613890018,53538932,2023-10-24 12:43:17,2023-10-24 13:00:17,2023-10-24 13:00:17,On Time,1545.79,Wallet,82638,8307,490602,1,549.47,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71,82638,2023-10-24 13:00:17,2023-10-24 13:00:17,0.0,3.82,On Time,,Quincy Nanda,maya02@example.com,919603784118,"H.No. 57
Mander Ganj
Katni-110592",Thoothukudi,932768,2023-05-11,Premium,9,1763.76,4434255,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-10-24,0.0
3429728472,64017365,2023-03-31 08:31:30,2023-03-31 08:48:30,2023-03-31 08:57:30,Slightly Delayed,4138.27,Cash,77476,2104,851978,1,715.72,Vitamins,Pharmacy,Parsa-Bala,715.72,894.65,20.0,365,28,92,77476,2023-03-31 08:48:30,2023-03-31 08:57:30,9.0,1.25,Slightly Delayed,Traffic,Vasatika Banerjee,warjaschanda@example.net,916933171516,"71, Issac Marg, Malda-139706",Delhi,130657,2024-05-22,Premium,2,1767.76,2332501,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-03-31,9.0
267738904,63368244,2023-10-24 23:10:36,2023-10-24 23:24:36,2023-10-24 23:38:36,Slightly Delayed,3596.07,Card,73022,8030,606256,2,369.28,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,16,57,73022,2023-10-24 23:24:36,2023-10-24 23:38:36,14.0,4.28,Slightly Delayed,Traffic,Jeevika Tara,rkapur@example.net,910657846620,"12/41, Uppal
Aizawl-053988",Danapur,905945,2024-08-01,New,19,1245.73,529507,5,"Overall good experience, thank you!",Product Quality,Positive,2023-10-24,14.0
3850416839,57081917,2024-07-01 02:05:28,2024-07-01 02:23:28,2024-07-01 02:36:28,Slightly Delayed,5490.94,UPI,32659,8131,697683,3,123.74,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,82,32659,2024-07-01 02:23:28,2024-07-01 02:36:28,13.0,1.32,Slightly Delayed,Traffic,Nidra Choudhary,htiwari@example.net,914316153012,"H.No. 578
Gaba Zila
Nagercoil-822965",Howrah,420892,2023-12-16,Inactive,6,1378.87,3049810,4,"Average experience, could improve.",App Experience,Neutral,2024-07-01,13.0
3412702479,86479284,2023-12-24 07:32:20,2023-12-24 07:46:20,2023-12-24 07:51:20,On Time,2344.83,Cash,35140,2577,444361,3,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71,35140,2023-12-24 07:46:20,2023-12-24 07:51:20,5.0,1.11,On Time,Traffic,Harini Kadakia,jacobmadan@example.org,916786214335,"H.No. 43, Bhasin Marg, Nellore-336446",Davanagere,315863,2024-10-17,Premium,9,461.87,5808553,4,"Overall good experience, thank you!",App Experience,Positive,2023-12-24,5.0
2016183232,44928499,2023-07-19 04:15:07,2023-07-19 04:35:07,2023-07-19 04:46:07,Slightly Delayed,1934.43,Card,38755,5767,14145,3,630.84,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,14,53,38755,2023-07-19 04:35:07,2023-07-19 04:46:07,11.0,1.63,Slightly Delayed,Traffic,Aarav Andra,sonikabir@example.org,910814388898,"H.No. 730
Saraf Marg, Lucknow-500239",Ramgarh,227609,2023-04-09,New,10,915.27,2917013,4,"Excellent quality, will buy again!",Customer Service,Positive,2023-07-19,11.0
3810280204,84361534,2023-10-26 17:52:28,2023-10-26 18:06:28,2023-10-26 18:10:28,On Time,2956.37,Wallet,70290,480,880510,3,951.43,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54,70290,2023-10-26 18:06:28,2023-10-26 18:10:28,4.0,0.75,On Time,Traffic,Ansh Agrawal,ayush35@example.net,916376339108,"155, Bal Zila
Hyderabad-668727",Narasaraopet,332324,2024-07-24,Regular,1,438.19,1159860,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-10-26,4.0
2416767295,767523,2024-07-05 03:36:54,2024-07-05 03:50:54,2024-07-05 03:59:54,Slightly Delayed,2358.76,Card,28144,39,284460,1,505.95,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",505.95,674.6,25.0,3,21,85,28144,2024-07-05 03:50:54,2024-07-05 03:59:54,9.0,1.13,Slightly Delayed,Traffic,Maya Khosla,khannaijaya@example.org,918702216695,"H.No. 10
Venkatesh Street, Kakinada 570578",Vasai-Virar,375272,2023-05-27,Inactive,13,1737.28,8809496,3,The packaging was poor.,Customer Service,Negative,2024-07-05,9.0
2283439407,46623192,2023-07-14 02:18:09,2023-07-14 02:28:09,2023-07-14 02:32:09,On Time,1216.8,UPI,58922,2848,376447,1,724.84,Butter,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,7,17,64,58922,2023-07-14 02:28:09,2023-07-14 02:32:09,4.0,0.57,On Time,Traffic,Warinder Sastry,pallaraksha@example.com,913785653819,"H.No. 50, Uppal Marg
Anantapur-558351",Nizamabad,232354,2024-10-22,New,6,1970.59,2694712,2,Delivery was late and I was unhappy.,Delivery,Negative,2023-07-14,4.0
4328802292,9738801,2023-06-14 19:43:21,2023-06-14 19:57:21,2023-06-14 20:15:21,Significantly Delayed,1926.12,Cash,66985,1268,378676,2,881.42,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,180,19,65,66985,2023-06-14 19:57:21,2023-06-14 20:15:21,18.0,3.65,Significantly Delayed,Traffic,Damyanti Nadkarni,ganga81@example.com,911334078635,"45/643
Ramaswamy Nagar
Phusro-922851",Nellore,86659,2024-03-02,Inactive,19,376.73,7498417,4,"Average experience, could improve.",Delivery,Neutral,2023-06-14,18.0
7072715691,74195536,2023-12-25 19:14:20,2023-12-25 19:28:20,2023-12-25 19:29:20,On Time,2120.77,Cash,82046,3755,863930,2,242.57,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,26,72,82046,2023-12-25 19:28:20,2023-12-25 19:29:20,1.0,3.65,On Time,Traffic,Champak Chhabra,ishanviratti@example.org,917254004313,"21/29
Yohannan, Ambarnath-175439",Amaravati,861407,2024-10-09,Premium,5,650.62,3262730,4,"Average experience, could improve.",Delivery,Neutral,2023-12-25,1.0
5640741373,90298394,2024-05-10 06:46:20,2024-05-10 06:57:20,2024-05-10 06:57:20,On Time,765.76,Card,20090,3383,89084,2,598.83,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",598.83,748.54,20.0,7,27,74,20090,2024-05-10 06:57:20,2024-05-10 06:57:20,0.0,4.34,On Time,,Urvashi Oak,tacharya@example.com,916127998611,"82, Nagi Ganj
Kulti 065984",Bhilwara,744905,2023-04-22,Regular,1,1947.79,6773414,3,I had a bad experience.,Delivery,Negative,2024-05-10,0.0
6931094066,17159117,2023-11-15 21:59:17,2023-11-15 22:18:17,2023-11-15 22:14:17,On Time,2802.27,Card,66225,7331,461804,3,310.69,Sugar,Grocery & Staples,"Ghose, Ben and Divan",310.69,365.52,15.0,365,15,97,66225,2023-11-15 22:18:17,2023-11-15 22:14:17,-4.0,3.82,On Time,,Tripti Bassi,vinayaganguly@example.net,917142993879,"28
Venkataraman, Silchar 532742",Karawal Nagar,778786,2024-05-21,Premium,1,336.26,7171637,3,"Average experience, could improve.",Product Quality,Neutral,2023-11-15,-4.0
3417088709,62629494,2024-05-30 17:24:44,2024-05-30 17:37:44,2024-05-30 17:58:44,Significantly Delayed,912.29,UPI,63738,2101,366066,3,918.58,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,16,52,63738,2024-05-30 17:37:44,2024-05-30 17:58:44,21.0,1.29,Significantly Delayed,Traffic,Anamika Bali,ssridhar@example.net,912401544660,"571, Nair Path, Nizamabad-216385",Jorhat,597801,2024-09-13,Premium,14,1504.45,3283932,4,Will definitely order again.,Product Quality,Positive,2024-05-30,21.0
4424404315,9274874,2023-07-16 07:24:04,2023-07-16 07:36:04,2023-07-16 07:40:04,On Time,494.48,Wallet,8506,1950,313754,2,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,25,67,8506,2023-07-16 07:36:04,2023-07-16 07:40:04,4.0,2.43,On Time,Traffic,Kashvi Ganguly,fray@example.org,919362005254,"H.No. 813
Vasa Marg
Darbhanga 804686",Arrah,271335,2024-09-26,Regular,20,792.52,8199864,4,"Overall good experience, thank you!",Product Quality,Positive,2023-07-16,4.0
2444087306,56250563,2023-07-28 08:25:29,2023-07-28 08:35:29,2023-07-28 08:37:29,On Time,2440.73,Wallet,75692,5429,366066,1,918.58,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,16,52,75692,2023-07-28 08:35:29,2023-07-28 08:37:29,2.0,4.67,On Time,Traffic,Anthony Tara,tnagarajan@example.com,911199558345,"H.No. 220, Brahmbhatt Marg, Gulbarga-331993",Jabalpur,202458,2023-09-02,Premium,20,733.3,945453,5,Items were in perfect condition.,Delivery,Positive,2023-07-28,2.0
486085268,51040116,2023-12-11 19:39:16,2023-12-11 19:51:16,2023-12-11 19:56:16,On Time,4749.99,UPI,90390,4690,354409,3,325.08,Pulses,Grocery & Staples,Bose-Pandit,325.08,382.45,15.0,365,24,60,90390,2023-12-11 19:51:16,2023-12-11 19:56:16,5.0,0.53,On Time,Traffic,Inaya Pillai,wyattsavant@example.com,912195862964,"77
Mistry Ganj, Unnao-632141",Berhampur,595645,2023-11-14,Regular,11,783.03,5730680,5,Items were in perfect condition.,Customer Service,Positive,2023-12-11,5.0
1731312620,49795571,2023-05-08 20:32:00,2023-05-08 20:42:00,2023-05-08 20:41:00,On Time,843.21,Wallet,75316,1309,589812,1,163.03,Detergent,Household Care,Bir PLC,163.03,217.37,25.0,365,22,52,75316,2023-05-08 20:42:00,2023-05-08 20:41:00,-1.0,2.13,On Time,,Rajata Agrawal,charvikurian@example.net,912035357315,"43/482
Munshi Zila, Khandwa 356038",Loni,73093,2024-03-08,Premium,13,401.72,113770,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-05-08,-1.0
6475582506,82529927,2023-09-23 04:50:27,2023-09-23 05:01:27,2023-09-23 05:05:27,On Time,3895.25,Wallet,52304,2425,140489,2,650.2,Soap,Personal Care,"Biswas, Kapoor and Patel",650.2,1000.31,35.0,365,28,95,52304,2023-09-23 05:01:27,2023-09-23 05:05:27,4.0,2.09,On Time,Traffic,Yoshita Jain,omyapadmanabhan@example.com,911559626739,"53, Iyer Ganj
Sangli-Miraj & Kupwad 327741",Chinsurah,934156,2024-04-03,Inactive,3,587.28,8086727,5,Very happy with the service!,Delivery,Positive,2023-09-23,4.0
1868581378,93198324,2024-03-29 18:27:14,2024-03-29 18:43:14,2024-03-29 18:47:14,On Time,2065.81,Card,38861,6383,552883,3,888.16,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",888.16,1184.21,25.0,3,18,94,38861,2024-03-29 18:43:14,2024-03-29 18:47:14,4.0,3.94,On Time,Traffic,Bhavya Dutta,kdugar@example.org,918645121437,"25/800, Chanda Road, Jamshedpur-861401",Thane,196294,2023-11-19,Inactive,11,1742.23,3180619,2,Items were missing from my order.,Product Quality,Negative,2024-03-29,4.0
8884235937,20298398,2024-08-09 11:51:55,2024-08-09 12:01:55,2024-08-09 12:09:55,Slightly Delayed,1655.6,UPI,81977,8826,859361,2,432.39,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365,25,77,81977,2024-08-09 12:01:55,2024-08-09 12:09:55,8.0,4.57,Slightly Delayed,Traffic,Urvi Bali,yuvrajdayal@example.org,914923522636,"H.No. 412
Batra Zila, Bhilai 424489",Ahmednagar,278627,2023-12-22,New,1,1049.6,5525089,5,Very fresh and well-packaged.,Product Quality,Positive,2024-08-09,8.0
4590662628,87200291,2024-01-10 11:48:31,2024-01-10 12:02:31,2024-01-10 12:17:31,Slightly Delayed,3148.95,Cash,18200,5462,131937,2,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,18200,2024-01-10 12:02:31,2024-01-10 12:17:31,15.0,2.1,Slightly Delayed,Traffic,Anya Panchal,ngandhi@example.net,912129987003,"04/693, Ramanathan Chowk
Faridabad-115332",Ichalkaranji,603624,2024-02-03,Inactive,12,526.58,478239,3,Not worth the price I paid.,Customer Service,Negative,2024-01-10,15.0
992302540,32203588,2023-11-26 21:32:11,2023-11-26 21:51:11,2023-11-26 21:54:11,On Time,198.72,Wallet,12863,956,993331,2,102.44,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86,12863,2023-11-26 21:51:11,2023-11-26 21:54:11,3.0,3.48,On Time,Traffic,Krish Srinivas,agastya33@example.org,916712649181,"51/956
Krish Road
Tezpur-618176",Berhampur,622176,2024-04-06,Premium,9,1678.38,2088092,2,The packaging was poor.,Delivery,Negative,2023-11-26,3.0
7169974633,59110513,2024-10-16 16:03:22,2024-10-16 16:22:22,2024-10-16 16:21:22,On Time,2475.21,UPI,69861,4905,153019,2,947.95,Onions,Fruits & Vegetables,Aurora LLC,947.95,1263.93,25.0,3,13,88,69861,2024-10-16 16:22:22,2024-10-16 16:21:22,-1.0,2.57,On Time,,Chaaya Mody,choudharyjagrati@example.org,913293933121,"132
Walla, Secunderabad 502542",Raebareli,594217,2023-06-16,Inactive,12,1377.27,4421485,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-10-16,-1.0
6703651257,93198324,2024-01-17 01:26:31,2024-01-17 01:43:31,2024-01-17 01:46:31,On Time,727.87,Card,4285,5882,954722,1,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58,4285,2024-01-17 01:43:31,2024-01-17 01:46:31,3.0,2.43,On Time,Traffic,Bhavya Dutta,kdugar@example.org,918645121437,"25/800, Chanda Road, Jamshedpur-861401",Thane,196294,2023-11-19,Inactive,11,1742.23,3129645,2,Delivery was late and I was unhappy.,Delivery,Negative,2024-01-17,3.0
7180810221,20940403,2023-09-10 16:44:46,2023-09-10 16:58:46,2023-09-10 17:07:46,Slightly Delayed,657.8,Cash,59848,754,659290,3,319.34,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,18,66,59848,2023-09-10 16:58:46,2023-09-10 17:07:46,9.0,0.51,Slightly Delayed,Traffic,Tanvi Kala,zayyan13@example.com,918270808381,"H.No. 537
Krishna Circle
Gurgaon 910763",Dhule,711075,2023-05-08,Premium,11,1511.1,8616443,3,"It was okay, nothing special.",Delivery,Neutral,2023-09-10,9.0
7875587578,60967677,2024-07-15 08:47:10,2024-07-15 08:59:10,2024-07-15 09:09:10,Slightly Delayed,3351.74,Card,40025,6554,832348,1,831.43,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35.0,90,10,79,40025,2024-07-15 08:59:10,2024-07-15 09:09:10,10.0,3.53,Slightly Delayed,Traffic,Chatura Sandhu,alexander15@example.org,918240257018,"65/92, Chand Chowk, Ambarnath 994843",Agartala,938373,2023-05-03,Premium,11,398.48,1002741,1,Delivery was late and I was unhappy.,Customer Service,Negative,2024-07-15,10.0
2578671497,76218218,2024-01-25 00:04:47,2024-01-25 00:16:47,2024-01-25 00:21:47,On Time,3603.94,Card,64618,4306,118820,2,12.32,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",12.32,17.6,30.0,180,12,61,64618,2024-01-25 00:16:47,2024-01-25 00:21:47,5.0,0.79,On Time,Traffic,Vedant Dubey,patlaanamika@example.com,912806012939,"695
Bansal Chowk, Erode 117771",Etawah,638879,2024-05-04,Inactive,10,1170.57,5232827,4,"It was okay, nothing special.",Product Quality,Neutral,2024-01-25,5.0
6284350691,57207678,2024-06-20 01:00:52,2024-06-20 01:13:52,2024-06-20 01:13:52,On Time,726.41,Wallet,9053,9366,112390,2,877.98,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,9053,2024-06-20 01:13:52,2024-06-20 01:13:52,0.0,4.5,On Time,,Yashodhara Mishra,urvi08@example.net,919390929345,"01
Om Street
Rohtak 339233",Chandrapur,347833,2024-08-08,New,17,1603.27,716244,4,"Overall good experience, thank you!",Product Quality,Positive,2024-06-20,0.0
5383261788,34588087,2023-10-18 21:18:10,2023-10-18 21:34:10,2023-10-18 21:30:10,On Time,3375.86,Wallet,94840,856,557908,2,942.37,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53,94840,2023-10-18 21:34:10,2023-10-18 21:30:10,-4.0,2.11,On Time,,Tanmayi Vyas,mishravinaya@example.com,916010257566,"H.No. 24
Uppal Road
Chandigarh 908113",Shimla,385345,2023-05-16,New,11,1341.14,1801673,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-10-18,-4.0
6590867973,56441247,2023-11-20 08:37:18,2023-11-20 08:55:18,2023-11-20 08:54:18,On Time,1848.22,UPI,23582,5770,712307,2,264.89,Orange Juice,Cold Drinks & Juices,Chana LLC,264.89,378.41,30.0,180,16,73,23582,2023-11-20 08:55:18,2023-11-20 08:54:18,-1.0,0.73,On Time,,Aashi Narula,girindrachar@example.com,918816994235,"H.No. 291
Bassi, Nashik 127808",Meerut,27074,2024-06-02,Premium,18,1667.94,4393080,5,Items were in perfect condition.,Product Quality,Positive,2023-11-20,-1.0
8787105023,81822935,2024-05-07 22:54:29,2024-05-07 23:09:29,2024-05-07 23:12:29,On Time,1443.64,Wallet,54795,2951,398340,1,651.93,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.93,1086.55,40.0,180,11,56,54795,2024-05-07 23:09:29,2024-05-07 23:12:29,3.0,3.68,On Time,Traffic,Dhruv Ganguly,balvansule@example.org,912529021155,"23/02
Mane
Bhind 848106",Nanded,425857,2023-08-19,Regular,18,1808.94,9347337,4,"Excellent quality, will buy again!",Delivery,Positive,2024-05-07,3.0
1402916311,14275043,2024-04-23 12:52:28,2024-04-23 13:05:28,2024-04-23 13:09:28,On Time,4553.36,Card,57649,178,516376,2,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71,57649,2024-04-23 13:05:28,2024-04-23 13:09:28,4.0,2.72,On Time,Traffic,Tanvi Lala,oscar88@example.net,914983571185,"924
Raval Street, Aligarh-564503",Bhilwara,576267,2024-01-25,New,19,1415.88,6585928,5,Good selection of products.,Customer Service,Positive,2024-04-23,4.0
9715205272,52409516,2024-10-21 21:55:22,2024-10-21 22:09:22,2024-10-21 22:11:22,On Time,1189.17,UPI,21783,7087,440875,2,275.03,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80,21783,2024-10-21 22:09:22,2024-10-21 22:11:22,2.0,4.93,On Time,Traffic,Rehaan Jha,ekanshpadmanabhan@example.org,915614108132,"08/25
Gokhale Chowk, Dewas 028514",Jabalpur,502565,2023-04-23,Inactive,13,435.47,4929568,2,Items were missing from my order.,Product Quality,Negative,2024-10-21,2.0
3946852375,96253172,2024-07-04 12:26:55,2024-07-04 12:45:55,2024-07-04 12:45:55,On Time,150.99,Cash,92389,9580,894539,3,445.48,Dish Soap,Household Care,"Pall, Sule and Sood",445.48,593.97,25.0,365,14,93,92389,2024-07-04 12:45:55,2024-07-04 12:45:55,0.0,4.04,On Time,,Zarna Mammen,patilnachiket@example.com,919987789256,"357, Chaudhry Chowk
Danapur-617891",Berhampur,238657,2023-08-08,Inactive,1,475.19,6959173,3,Customer service was not helpful.,Product Quality,Negative,2024-07-04,0.0
3367039425,86050297,2024-03-10 03:46:29,2024-03-10 03:58:29,2024-03-10 04:00:29,On Time,703.11,UPI,72408,9069,385113,1,816.38,Lotion,Personal Care,"Sampath, Mane and Mody",816.38,1255.97,35.0,365,21,50,72408,2024-03-10 03:58:29,2024-03-10 04:00:29,2.0,1.38,On Time,Traffic,Vincent Sahni,bhardwajwidisha@example.com,917630260634,"954, Dubey Ganj
Siliguri 525261",Sikar,756155,2023-04-15,Inactive,16,941.51,7611885,3,"It was okay, nothing special.",App Experience,Neutral,2024-03-10,2.0
687711388,52757321,2024-02-02 10:13:42,2024-02-02 10:28:42,2024-02-02 10:40:42,Slightly Delayed,1385.43,Card,44884,3910,542300,3,255.35,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66,44884,2024-02-02 10:28:42,2024-02-02 10:40:42,12.0,1.67,Slightly Delayed,Traffic,Hritik Narain,jagvi66@example.net,914710265125,"500
Raghavan Circle
Nellore 449924",Bulandshahr,262684,2024-04-26,New,11,1059.22,1795388,5,Great prices and fast delivery!,App Experience,Positive,2024-02-02,12.0
647012431,34281470,2024-06-16 13:11:54,2024-06-16 13:27:54,2024-06-16 13:45:54,Significantly Delayed,3706.1,Card,94183,9989,18035,2,968.94,Dish Soap,Household Care,Ramesh Inc,968.94,1291.92,25.0,365,12,87,94183,2024-06-16 13:27:54,2024-06-16 13:45:54,18.0,0.92,Significantly Delayed,Traffic,Yash Johal,deygautam@example.com,910048240066,"H.No. 14, Sunder Road, Silchar-024619",Kharagpur,963652,2024-01-10,Premium,11,1787.82,6105898,2,Not worth the price I paid.,Customer Service,Negative,2024-06-16,18.0
